ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
MP028700,Shri A S Yadav,Indian Administrative Service,Madhya Pradesh,1,P.G.,English Lit,Third,Supremo,Languages and Fine Arts
MP028800,Ms. Ivy Miller Chahal,Indian Administrative Service,Madhya Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MP028800,Ms. Ivy Miller Chahal,Indian Administrative Service,Madhya Pradesh,1,P.G.,English,First,Supremo,Languages and Fine Arts
MP028900,Shri Man Dahima,Indian Administrative Service,Madhya Pradesh,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MP029000,Shri Hoshiyar Singh,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP029000,Shri Hoshiyar Singh,Indian Administrative Service,Madhya Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MP029001,Dr. Anand Narain Asthana,Indian Administrative Service,Madhya Pradesh,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
MP029001,Dr. Anand Narain Asthana,Indian Administrative Service,Madhya Pradesh,1,M.Sc.,Dev Studies,First,Supremo,Social Science and Liberal Arts
MP029001,Dr. Anand Narain Asthana,Indian Administrative Service,Madhya Pradesh,2,Ph.D.(U.S.A.),Economics,-,Supremo,Social Science and Liberal Arts
MT005500,Shri Dhruv Vijai Singh,Indian Administrative Service,Manipur-Tripura,0,Certificate,Chinese,First,Supremo,Languages and Fine Arts
MT005500,Shri Dhruv Vijai Singh,Indian Administrative Service,Manipur-Tripura,1,Graduate,Chemistry,First,Supremo,Natural Sciences
MT005500,Shri Dhruv Vijai Singh,Indian Administrative Service,Manipur-Tripura,2,P.G.,Chemistry,First,Supremo,Natural Sciences
MT005600,Shri Anwar Ehsan Ahmad,Indian Administrative Service,Manipur-Tripura,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
MT005700,Shri Julius Sen,Indian Administrative Service,Manipur-Tripura,0,Graduate,Euro.history,Ordinary,Supremo,Social Science and Liberal Arts
NL002400,Shri Raj Kishore Mishra,Indian Administrative Service,Nagaland,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
NL002400,Shri Raj Kishore Mishra,Indian Administrative Service,Nagaland,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
NL002500,Dr. Anil Kumar,Indian Administrative Service,Nagaland,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
NL002500,Dr. Anil Kumar,Indian Administrative Service,Nagaland,1,M.A.,Economics,Second,Supremo,Social Science and Liberal Arts
NL002500,Dr. Anil Kumar,Indian Administrative Service,Nagaland,2,M.B.A.,Public Admn,First with Distinction,Supremo,"Governance, Law and Management"
NL002500,Dr. Anil Kumar,Indian Administrative Service,Nagaland,3,M.Phil.,Social Sciences,First with Distinction,Supremo,Social Science and Liberal Arts
NL002600,Shri T N Mannen,Indian Administrative Service,Nagaland,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
NL002600,Shri T N Mannen,Indian Administrative Service,Nagaland,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
NL002602,Shri S S Rai,Indian Administrative Service,Nagaland,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
OR017700,Shri Priya Brata Patnaik,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR017700,Shri Priya Brata Patnaik,Indian Administrative Service,Odisha,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
OR017800,Shri Jayanth Kumar Dev,Indian Administrative Service,Odisha,0,Graduate,English,Second,Supremo,Languages and Fine Arts
OR017800,Shri Jayanth Kumar Dev,Indian Administrative Service,Odisha,1,P.G.,English,Second,Supremo,Languages and Fine Arts
OR017900,Shri Jagar Singh,Indian Administrative Service,Odisha,0,Graduate,English,First,Supremo,Languages and Fine Arts
OR017900,Shri Jagar Singh,Indian Administrative Service,Odisha,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
OR017900,Shri Jagar Singh,Indian Administrative Service,Odisha,2,P.G.,Development,-,Supremo,"Governance, Law and Management"
OR017900,Shri Jagar Singh,Indian Administrative Service,Odisha,3,P.G.,English,First,Supremo,Languages and Fine Arts
OR018000,Shri Hawa Singh Chahar,Indian Administrative Service,Odisha,0,Graduate,English,Third,Supremo,Languages and Fine Arts
OR018000,Shri Hawa Singh Chahar,Indian Administrative Service,Odisha,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
OR018100,Shri Ramesh Chandra Misra,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR018100,Shri Ramesh Chandra Misra,Indian Administrative Service,Odisha,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR018200,Shri Bijay Kumar Patnaik,Indian Administrative Service,Odisha,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
OR018200,Shri Bijay Kumar Patnaik,Indian Administrative Service,Odisha,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR018201,Shri Ic Das,Indian Administrative Service,Odisha,0,Graduate,Commerce,Third,Supremo,Finance
OR018202,Shri Rn Mohanty,Indian Administrative Service,Odisha,0,N.A.,N.A.,Ordinary,Supremo,N.A.
OR018203,Shri P Patnaik,Indian Administrative Service,Odisha,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
OR018203,Shri P Patnaik,Indian Administrative Service,Odisha,1,P.G.,History,Third,Supremo,Social Science and Liberal Arts
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
PB013700,Shri Damanbir Singh Jaspal,Indian Administrative Service,Punjab,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
PB013700,Shri Damanbir Singh Jaspal,Indian Administrative Service,Punjab,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
RJ017500,Ms. Asha Singh,Indian Administrative Service,Rajasthan,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
RJ017500,Ms. Asha Singh,Indian Administrative Service,Rajasthan,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ017600,Shri Rajiv Sharma,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ017600,Shri Rajiv Sharma,Indian Administrative Service,Rajasthan,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,0,Graduate,English,Second,Supremo,Languages and Fine Arts
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,1,P.G.,Law,First,Supremo,"Governance, Law and Management"
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,2,P.G.,Public Admn,Second,Supremo,"Governance, Law and Management"
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,0,Diploma,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,1,Graduate,Chemistry,First,Supremo,Natural Sciences
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,2,P.G.,Chemistry,First,Supremo,Natural Sciences
AP024700,Shri Rajinder Pal Singh,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
AP024700,Shri Rajinder Pal Singh,Indian Administrative Service,Andhra Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,0,Graduate,Zoology,First,Supremo,Natural Sciences
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,1,M.B.A.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,2,P.G.,Marine Biology,First,Supremo,Natural Sciences
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,1,Graduate,Physics,First,Supremo,Natural Sciences
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,2,P.G.,Physics,First,Supremo,Natural Sciences
WB024000,Shri K S Rajendra Kumar,Indian Administrative Service,West Bengal,0,Graduate,Botany,First,Supremo,Natural Sciences
WB024000,Shri K S Rajendra Kumar,Indian Administrative Service,West Bengal,1,P.G.,Botany,First,Supremo,Natural Sciences
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,0,Graduate,Botany,First,Supremo,Natural Sciences
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,1,P.G.,Bio Chemistry,First,Supremo,Natural Sciences
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,2,P.G.,Business Finance,First,Supremo,Finance
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,3,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,4,Ph. D.,Bio Chemistry,-,Supremo,Natural Sciences
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,0,P.G.,Dev Studies,First,Supremo,Social Science and Liberal Arts
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,1,P.G.,National Security,Pass,Supremo,"Governance, Law and Management"
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,2,B.Sc.,Physics,First,Supremo,Natural Sciences
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,3,M.Sc.,Physics,First,Supremo,Natural Sciences
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,4,M.Phil.,Defence & Strategic Studies,First,Supremo,"Governance, Law and Management"
SK002301,Shri Kunzang Sherab,Indian Administrative Service,Sikkim,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
SK002302,Shri Pasong Namgyal,Indian Administrative Service,Sikkim,0,N.A.,Commerce,Ordinary,Supremo,Finance
SK002303,Shri P T Gyamtso,Indian Administrative Service,Sikkim,0,Diploma,Business Admn.,First,Supremo,"Governance, Law and Management"
SK002303,Shri P T Gyamtso,Indian Administrative Service,Sikkim,1,Graduate,Commerce,Second,Supremo,Finance
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,0,Graduate,Education,Second,Supremo,Others
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,1,Graduate,History,Third,Supremo,Social Science and Liberal Arts
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,2,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,3,P.G.,History,Second,Supremo,Social Science and Liberal Arts
SK002305,Shri Dk Gajmer,Indian Administrative Service,Sikkim,0,Graduate,Physics,First,Supremo,Natural Sciences
SK002305,Shri Dk Gajmer,Indian Administrative Service,Sikkim,1,P.G.,Physics,Second,Supremo,Natural Sciences
SK002306,Shri Dorji Dadul,Indian Administrative Service,Sikkim,0,N.A.,Commerce,Ordinary,Supremo,Finance
SK002307,Shri Rajiva Shankar Shrestha,Indian Administrative Service,Sikkim,0,Graduate,Zoology,Second,Supremo,Natural Sciences
SK002307,Shri Rajiva Shankar Shrestha,Indian Administrative Service,Sikkim,1,P.G.,Zoology,Second,Supremo,Natural Sciences
SK002308,Ms. Jayshree Pradhan,Indian Administrative Service,Sikkim,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
SK002308,Ms. Jayshree Pradhan,Indian Administrative Service,Sikkim,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
SK002309,Shri Sangay Dorji Basi,Indian Administrative Service,Sikkim,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
SK002310,Shri Lt Tonyot,Indian Administrative Service,Sikkim,0,Graduate,N.A.,Second,Supremo,N.A.
SK002311,Shri Tp Ghimirey,Indian Administrative Service,Sikkim,0,Graduate,English,Second,Supremo,Languages and Fine Arts
SK002312,Shri Lb Pradhan,Indian Administrative Service,Sikkim,0,Graduate,Art,Ordinary,Supremo,Languages and Fine Arts
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,0,Diploma,Russian,First,Supremo,Languages and Fine Arts
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,1,Graduate,Geography,Second,Supremo,Social Science and Liberal Arts
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,2,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
TN022100,Shri Debendranath Sarangi,Indian Administrative Service,Tamil Nadu,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
TN022100,Shri Debendranath Sarangi,Indian Administrative Service,Tamil Nadu,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,0,Graduate,Psychology,First,Supremo,Social Science and Liberal Arts
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,1,P.G.,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,2,P.G.,Psychology,First,Supremo,Social Science and Liberal Arts
TN022300,Ms. S Malathi,Indian Administrative Service,Tamil Nadu,0,Graduate,Chemistry,First,Supremo,Natural Sciences
TN022300,Ms. S Malathi,Indian Administrative Service,Tamil Nadu,1,P.G.,Zoology,First,Supremo,Natural Sciences
TN022500,Shri Rakesh Kacker,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
TN022500,Shri Rakesh Kacker,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,0,B.A. Honours,English Lit,Third,Supremo,Languages and Fine Arts
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,1,Diploma,N.A.,Second,Supremo,N.A.
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,2,M.A.,English Lit,Second,Supremo,Languages and Fine Arts
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,3,M.P.A.,Public Admn,First,Supremo,"Governance, Law and Management"
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,4,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
TN022700,Shri Ajay Bhattacharya,Indian Administrative Service,Tamil Nadu,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
TN022700,Shri Ajay Bhattacharya,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,0,Certificate,German,First,Supremo,Languages and Fine Arts
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,1,Diploma,French,First,Supremo,Languages and Fine Arts
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,2,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,3,M.B.A.,Human Res Mngmt,-,Supremo,"Governance, Law and Management"
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,4,M.B.A.,N.A.,-,Supremo,N.A.
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,5,Ph. D.,Philosophy,-,Supremo,Social Science and Liberal Arts
TN022900,Shri R Christodas Gandhi,Indian Administrative Service,Tamil Nadu,0,Graduate,English Lit,Third,Supremo,Languages and Fine Arts
TN022900,Shri R Christodas Gandhi,Indian Administrative Service,Tamil Nadu,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,0,Diploma,Electrical Engg.,Ordinary,Supremo,"Engineering, Technology and Mathematics"
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,1,Graduate,Punjabi,Second,Supremo,Languages and Fine Arts
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,2,M.B.A.,Business Admn.,Second,Supremo,"Governance, Law and Management"
TN023001,Shri K Sundaramurthy,Indian Administrative Service,Tamil Nadu,0,P.G.,Commerce,Ordinary,Supremo,Finance
AM014300,Shri Sg Hoda,Indian Administrative Service,Assam Meghalya,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AM014300,Shri Sg Hoda,Indian Administrative Service,Assam Meghalya,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
AM014400,Shri Sharad Gupta,Indian Administrative Service,Assam Meghalya,0,Graduate,Physics,First,Supremo,Natural Sciences
